edge_id,interval_nVehContrib,interval_harmonicMeanSpeed,bo_iteration,batch
119271337,1167.0,29.06,0,0
123867439#1,1088.0,29.06,0,0
123867454,717.0,29.06,0,0
157607510,2000.0,29.06,0,0
157782136#0,1088.0,29.06,0,0
157782136#1,1088.0,29.06,0,0
157806285,1278.0,29.06,0,0
158245364,1884.0,29.06,0,0
23798287,717.0,29.06,0,0
23807076,1278.0,29.06,0,0
23955194,6250.0,29.06,0,0
261596707,1167.0,29.06,0,0
27628575,2000.0,29.06,0,0
27628577,2000.0,29.06,0,0
27829315,1884.0,29.06,0,0
28378888#0,6250.0,29.05,0,0
28378888#1,6250.0,29.06,0,0
28396115#0,6250.0,29.06,0,0
28413844,6250.0,29.06,0,0
28414204,1088.0,29.06,0,0
28414370,2000.0,29.06,0,0
28432568,1167.0,29.06,0,0
28437207,1278.0,29.06,0,0
28464123,1088.0,29.06,0,0
28464668,6250.0,29.06,0,0
28588888,6250.0,29.06,0,0
28665770,1167.0,29.06,0,0
31559312,1884.0,29.06,0,0
31559320,1884.0,29.06,0,0
360948375,2000.0,29.06,0,0
394385111,1278.0,29.06,0,0
395336979,1167.0,29.06,0,0
395336990,1167.0,29.06,0,0
395354964#0,2000.0,29.06,0,0
395354964#1,2000.0,29.06,0,0
395354964#2,2000.0,29.06,0,0
395368981,1278.0,29.06,0,0
395368986,1278.0,29.06,0,0
479773092#0,2000.0,29.06,0,0
479773092#1,2000.0,29.06,0,0
498017763,1884.0,29.06,0,0
508115731,6250.0,29.06,0,0
508115745,1884.0,29.06,0,0
508479355,2000.0,29.06,0,0
509721010#1,2000.0,29.06,0,0
509747240,2000.0,29.06,0,0
509747302,2000.0,29.06,0,0
509747310,2000.0,29.06,0,0
509747346,2000.0,29.06,0,0
51383535,1167.0,29.06,0,0
516535357,1278.0,29.06,0,0
52286754,1884.0,29.06,0,0
52305981,1278.0,29.06,0,0
544296218#0,3088.0,29.06,0,0
544296218#1,3088.0,29.06,0,0
550284581,1088.0,29.06,0,0
550284583,1088.0,29.06,0,0
552389451,6250.0,29.06,0,0
552603209,1088.0,29.06,0,0
554270445,1088.0,29.06,0,0
60723578,1167.0,29.06,0,0
617235585,1884.0,29.06,0,0
617235615,717.0,29.06,0,0
617284142,1884.0,29.06,0,0
617284172,6250.0,29.06,0,0
617335302,2000.0,29.06,0,0
619042924,3088.0,29.06,0,0
687721970,2000.0,29.06,0,0
699541206,2000.0,29.06,0,0
706447587,2000.0,29.06,0,0
711193408,3088.0,29.06,0,0
711834658,1088.0,29.06,0,0
760399064,1884.0,29.06,0,0
848429238,1167.0,29.06,0,0
849677308,1278.0,29.06,0,0
850026981,717.0,29.06,0,0
850057340,717.0,29.06,0,0
850057341,717.0,29.06,0,0
850098170,717.0,29.06,0,0
850395062,2000.0,29.06,0,0
850615423,6250.0,29.06,0,0
850615424,6250.0,29.06,0,0
851520670,1278.0,29.06,0,0
851548985,1278.0,29.06,0,0
851555734,1088.0,29.06,0,0
851568240,2000.0,29.06,0,0
854215625,717.0,29.06,0,0
860646752,1884.0,29.06,0,0
863751890,1088.0,29.06,0,0
867208766,2000.0,29.06,0,0
942089751,1884.0,29.06,0,0
942114531,2000.0,29.06,0,0
942219372,6250.0,29.06,0,0
942228866,6250.0,29.059999999999995,0,0
947247192,1278.0,29.06,0,0
959075951,1884.0,29.04,0,0
959075964,1884.0,29.06,0,0
963455394,1278.0,29.06,0,0
963455396,1278.0,29.06,0,0
963510311,1278.0,29.06,0,0
963510313,1278.0,29.06,0,0
965603179,3088.0,29.06,0,0
967415329,717.0,29.06,0,0
119271337,1140.0,29.06,1,0
123867439#1,738.0,29.059999999999995,1,0
123867454,1022.0,29.06,1,0
157607510,1991.0,29.06,1,0
157782136#0,738.0,29.059999999999995,1,0
157782136#1,738.0,29.059999999999995,1,0
157806285,1365.0,29.06,1,0
158245364,2162.0,29.059999999999995,1,0
