edge_id,interval_nVehContrib,interval_harmonicMeanSpeed,bo_iteration,batch
1050201637,216.0,27.494,0,0
119271337,3569.0,21.799473684210525,0,0
119271357,1569.0,22.563333333333333,0,0
123592887#0,216.0,27.292,0,0
123592887#1,216.0,26.662,0,0
123592890,216.0,25.266,0,0
123592924#0,216.0,25.65,0,0
123592924#1,216.0,25.6525,0,0
123867425,1153.0,27.36086956521739,0,0
123867446#0,1569.0,22.106,0,0
123867446#1,1569.0,22.492,0,0
123867454,1153.0,26.84913043478261,0,0
124952143,216.0,38.8275,0,0
124952161,1569.0,24.695,0,0
124952168,3153.0,25.169999999999998,0,0
125343939,216.0,26.080000000000002,0,0
13108160,216.0,19.302,0,0
1343727391,216.0,22.536,0,0
1343731831,1569.0,24.576,0,0
1343746547,216.0,27.034000000000002,0,0
155667053,2000.0,19.934444444444445,0,0
156651844,216.0,38.285,0,0
156651855,216.0,21.55,0,0
157593042,1569.0,17.556,0,0
157607609,1569.0,24.668,0,0
157607611,1569.0,26.639999999999997,0,0
157782133,1569.0,22.43,0,0
157806308,666.0,23.13105263157895,0,0
158245363,3153.0,25.361739130434785,0,0
158245364,3153.0,21.59304347826087,0,0
158623065,1153.0,26.289130434782606,0,0
158710528,1785.0,8.24,0,0
172193150,1569.0,18.71,0,0
183343395,216.0,36.7025,0,0
184867255,216.0,14.581999999999999,0,0
206086131,216.0,27.144,0,0
20894099,1369.0,18.844583333333333,0,0
22372547,216.0,27.018,0,0
23011287,216.0,37.3625,0,0
23798287,1153.0,26.68913043478261,0,0
23798288,3153.0,24.61791666666667,0,0
23955194,1100.0,24.926521739130433,0,0
23978712,961.0,23.017142857142858,0,0
25355829,216.0,20.490000000000002,0,0
25657097,1569.0,27.236666666666665,0,0
25657098,1569.0,22.471666666666664,0,0
25657128,2000.0,18.066666666666666,0,0
25657135#0,1569.0,26.798333333333332,0,0
25657135#1,1569.0,26.546666666666667,0,0
26027240,216.0,26.6175,0,0
26027241,216.0,26.2425,0,0
261596707,3569.0,24.260526315789473,0,0
261596720,3153.0,24.293333333333333,0,0
261596721,1153.0,12.254782608695653,0,0
261596722,1153.0,26.761304347826087,0,0
26174374,3569.0,21.612777777777776,0,0
26230997,216.0,24.558,0,0
26230999#0,216.0,25.386000000000003,0,0
26230999#1,216.0,24.766,0,0
26231703,216.0,19.2425,0,0
26297396,216.0,38.125,0,0
27829315,3153.0,24.729130434782608,0,0
27829318,666.0,22.413157894736845,0,0
27925162,1153.0,26.872083333333332,0,0
27925164,1153.0,27.048333333333332,0,0
28317586,3569.0,23.50315789473684,0,0
28357704,3153.0,24.680833333333336,0,0
28357705,3153.0,26.171666666666667,0,0
28357714,3153.0,3.4774999999999996,0,0
28357715,3153.0,22.03833333333333,0,0
28357724,3153.0,24.485833333333332,0,0
28357725,3153.0,23.542083333333334,0,0
28358874#0,3153.0,25.318695652173915,0,0
28358874#1,3153.0,24.52782608695652,0,0
28358961,3153.0,25.919999999999998,0,0
28358963,3153.0,26.23652173913043,0,0
28359013,3153.0,23.98478260869565,0,0
28359016,3153.0,24.800434782608693,0,0
28359059,3153.0,24.183913043478263,0,0
28359068,3153.0,25.769565217391307,0,0
28359104,3153.0,23.81478260869565,0,0
28359106,3153.0,23.9004347826087,0,0
28378539,961.0,23.03,0,0
28378888#0,3153.0,26.164347826086956,0,0
28378888#1,3153.0,24.36391304347826,0,0
28378890,3153.0,24.194347826086958,0,0
28396115#0,3153.0,25.147391304347824,0,0
28396115#1,3153.0,24.836521739130436,0,0
28396117,3153.0,25.225217391304344,0,0
28413844,3153.0,24.750434782608696,0,0
28413845,3153.0,24.684782608695652,0,0
28414138,1569.0,20.759999999999998,0,0
28414139,1569.0,10.9925,0,0
28414192,1569.0,24.3975,0,0
28414195,1569.0,26.87,0,0
28432481,3569.0,24.16611111111111,0,0
28432567,3569.0,21.811666666666667,0,0
28432568,3569.0,20.246111111111112,0,0
28435481,1569.0,25.684000000000005,0,0
28435482,1569.0,23.642,0,0
28435495,1569.0,25.546,0,0
28435496,1569.0,28.606,0,0
28435548,1569.0,26.577999999999996,0,0
28435549,1569.0,24.436,0,0
28435572,1569.0,23.682,0,0
28435573,1569.0,21.013333333333332,0,0
28435620,1153.0,26.219130434782606,0,0
28435621,1153.0,26.335652173913044,0,0
28464122,1569.0,23.234,0,0
28464124,1569.0,23.562,0,0
28464668,3153.0,24.721304347826088,0,0
28464671,3153.0,26.286521739130436,0,0
28588884,3153.0,24.98391304347826,0,0
28588888,3153.0,24.479130434782608,0,0
28665770,3292.0,22.042777777777776,0,0
28665771,3292.0,23.727222222222224,0,0
301865758,1569.0,23.426,0,0
301865760,1569.0,22.692,0,0
301865762,1569.0,20.958,0,0
30832603,1569.0,14.934000000000001,0,0
30832604,1569.0,7.532000000000001,0,0
30832610,1569.0,24.506,0,0
30858341,216.0,19.73,0,0
30858343,216.0,17.6725,0,0
30858344,216.0,19.322499999999998,0,0
31559311,3153.0,25.442173913043476,0,0
31559312,3153.0,23.954782608695655,0,0
31559315,3153.0,26.54869565217391,0,0
31559316,3153.0,25.698695652173914,0,0
31559320,3153.0,24.897391304347824,0,0
31559321,3153.0,26.67391304347826,0,0
32829016,666.0,23.11263157894737,0,0
33068788,2000.0,17.200588235294116,0,0
33104342,3569.0,23.985555555555557,0,0
343498596,1369.0,21.6975,0,0
354924841,2000.0,18.178823529411765,0,0
360971738#0,2053.0,21.958571428571428,0,0
360971738#1,2053.0,21.93,0,0
362158898,216.0,36.795,0,0
363634374,1569.0,23.448,0,0
363634375,1569.0,24.07,0,0
363648765,1569.0,21.016,0,0
363648766,1569.0,22.5,0,0
366053218,1569.0,26.322000000000003,0,0
366053224,1569.0,25.776,0,0
393495986,216.0,21.6675,0,0
393659315,2053.0,21.704545454545453,0,0
393682299,961.0,22.837142857142858,0,0
393850387,22.0,23.51,0,0
394139590,1569.0,10.084,0,0
394159357#0,277.0,22.916,0,0
394159357#1,277.0,22.848,0,0
394159358,277.0,22.934,0,0
394160106#0,277.0,21.404,0,0
394160106#1,277.0,22.194,0,0
394160111,277.0,17.436,0,0
395336979,3569.0,26.11111111111111,0,0
395336984,3569.0,25.384444444444444,0,0
395336990,3569.0,20.795555555555556,0,0
395336991,3292.0,20.135,0,0
395336999,3569.0,21.31105263157895,0,0
395421761,277.0,21.378,0,0
395437192,1569.0,12.682,0,0
395439800,1569.0,27.534000000000002,0,0
395439801,1569.0,24.768,0,0
395439803,1569.0,27.692,0,0
395439805,1569.0,16.654,0,0
395442655,1569.0,24.625999999999998,0,0
408536268,1569.0,16.89,0,0
416943095#0,1369.0,19.889583333333334,0,0
