interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.0,300.0,edge_data_300sec_freq,0.0,91.33,277.0,0.0,D2,0.0,0.0,45.67,233.0,22.83,54.42,13699.67,9.28,0.67,4384.19,53.88,0.0
0.0,300.0,edge_data_300sec_freq,0.0,95.09,275.0,0.0,D4,0.0,0.0,47.55,224.0,23.77,57.99,14263.66,8.71,0.63,5167.71,57.42,0.0
0.0,300.0,edge_data_300sec_freq,1.0,0.32,0.0,2.0,D5,0.0,0.0,0.11,0.0,0.05,36.36,48.54,13.89,1.0,0.0,36.0,0.0
0.0,300.0,edge_data_300sec_freq,3.0,1.56,0.0,9.0,D7,0.0,0.0,0.52,0.0,0.26,37.49,233.41,13.47,0.97,12.09,37.12,0.0
0.0,300.0,edge_data_300sec_freq,0.0,13.57,0.0,76.0,L10,0.0,0.0,4.52,31.0,2.26,78.95,4017.85,12.57,0.9,380.72,78.55,0.0
0.0,300.0,edge_data_300sec_freq,0.0,42.73,0.0,185.0,L12,0.0,0.0,14.24,101.0,7.12,87.0,12655.63,11.4,0.82,2113.31,86.56,0.0
0.0,300.0,edge_data_300sec_freq,0.0,41.74,0.0,176.0,L14,0.0,0.0,13.91,105.0,6.96,88.56,12361.55,11.2,0.81,2259.67,88.11,0.0
0.0,300.0,edge_data_300sec_freq,0.0,5.72,0.0,32.0,L15,0.0,0.0,1.91,13.0,0.95,80.79,1678.2,12.16,0.88,212.25,80.38,0.0
0.0,300.0,edge_data_300sec_freq,0.0,8.27,0.0,53.0,L16,0.0,0.0,2.76,7.0,1.38,81.9,2423.49,11.99,0.86,299.75,81.48,0.0
0.0,300.0,edge_data_300sec_freq,0.0,10.0,0.0,65.0,L18,0.0,0.0,3.33,9.0,1.67,88.54,2961.84,11.21,0.81,496.25,88.1,0.0
0.0,300.0,edge_data_300sec_freq,0.0,70.58,0.0,233.0,L2,0.0,0.0,35.29,185.0,17.64,50.62,10554.77,9.95,0.72,2854.91,50.12,0.0
0.0,300.0,edge_data_300sec_freq,0.0,71.9,0.0,224.0,L4,0.0,0.0,35.95,176.0,17.98,54.15,10753.28,9.3,0.67,3441.64,53.61,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.18,0.0,9.0,L5,0.0,0.0,0.39,2.0,0.2,42.49,177.12,11.85,0.85,21.28,42.07,0.0
0.0,300.0,edge_data_300sec_freq,0.0,5.58,0.0,31.0,L7,0.0,0.0,1.86,9.0,0.93,40.01,834.86,12.58,0.91,97.05,39.61,0.0
300.0,600.0,edge_data_300sec_freq,0.0,100.75,276.0,0.0,D2,0.0,0.0,50.37,265.0,25.19,56.43,15111.75,8.95,0.64,5335.84,55.87,0.0
