x_1,x_2,x_3,x_4,loss
745.6933856010437,206.5408229827881,1851.5158891677856,1965.4040336608887,0.9075635501898125
1181.1950206756592,1300.0009059906006,569.8890686035156,391.9411301612854,0.6512240571508422
1850.9559631347656,855.464518070221,1419.0930128097534,1283.1494808197021,1.0334359877749577
286.6091728210449,1636.4245414733887,137.9563957452774,855.6906580924988,0.681667377979307
114.96575176715851,698.4002590179443,779.4783115386963,609.5801591873169,0.2627898311404059
1554.3431043624878,1792.3791408538818,1560.8419179916382,1060.5396032333374,1.213344006080773
1477.838158607483,362.9489541053772,457.9882621765137,138.02683353424072,0.6905992044596765
917.3060655593872,1144.42777633667,1238.8616800308228,1688.09974193573,0.8184491189258492
873.7301826477051,968.3305621147156,317.5552785396576,1208.4416151046753,0.43748411394899195
1309.2613220214844,1562.3705387115479,1098.937749862671,649.1485834121704,0.8291235735724758
1720.9656238555908,100.66080093383789,890.595555305481,1539.1334295272827,0.639968432230764
156.5893292427063,1382.2007179260254,1671.487808227539,99.46170449256897,0.3046796191570259
484.9766492843628,445.0837969779968,1309.5145225524902,368.98282170295715,0.27867531712607235
1924.322485923767,1038.604974746704,27.9069934040308,1800.893783569336,0.9540836065659214
1105.8741807937622,624.2890357971191,1990.3719425201416,879.5987963676453,0.7714071957841223
545.3736186027527,1905.3101539611816,709.2546224594116,1446.7709064483643,0.883900045220515
614.7237420082092,538.7355089187622,1021.9111442565918,198.15394282341003,0.3602749724729203
1054.1000366210938,1945.2143907546997,302.7843236923218,1631.9694519042969,1.0704071321564654
1978.080153465271,405.44071793556213,1715.5559062957764,554.2447566986084,1.029132352100701
417.5490140914917,1124.4195699691772,996.9192743301392,1119.3854808807373,0.37712463774224986
245.44043838977814,62.48583272099495,109.08329486846924,1349.9137163162231,0.4748899859252006
1680.941104888916,1468.445897102356,1327.9469013214111,792.4961447715759,1.0393879059017914
1351.2089252471924,882.3160529136658,661.5256071090698,1901.5384912490845,0.7937195092352582
786.8630886077881,1600.7760763168335,1879.899024963379,459.86637473106384,0.7426936877195935
984.7337007522583,292.26380586624146,551.4571666717529,940.4744505882263,0.19373743244491132
1424.080491065979,1198.2849836349487,1770.3396081924438,1389.4058465957642,1.0961264889587907
1606.1171293258667,644.3125009536743,248.42974543571472,310.9458088874817,0.7147050713187388
45.615606009960175,1862.8336191177368,1466.8220281600952,1862.9275560379028,1.0653717022266573
373.4762668609619,799.8703122138977,1575.6129026412964,1609.0569496154785,0.6604936164819126
1809.0083599090576,1706.41028881073,856.5053939819336,33.59794244170189,1.108929902346328
