interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.0,300.0,edge_data_300sec_freq,0.0,19.4,0.0,171.0,123867451,0.0,0.0,4.85,166.0,2.42,7.3,1203.63,29.02,1.0,1.83,7.13,0.0
0.0,300.0,edge_data_300sec_freq,0.0,21.64,0.0,195.0,156651843,0.0,0.0,5.41,182.0,2.7,19.81,3704.55,29.06,1.0,0.07,19.64,0.0
0.0,300.0,edge_data_300sec_freq,0.0,30.11,0.0,284.0,23955194,0.0,0.0,7.53,242.0,3.76,34.44,8997.02,29.06,1.0,0.0,34.27,0.0
0.0,300.0,edge_data_300sec_freq,0.0,20.48,0.0,184.0,28396115#0,0.0,0.0,5.12,173.0,2.56,7.78,1358.08,29.06,1.0,0.06,7.61,0.0
0.0,300.0,edge_data_300sec_freq,0.0,19.36,0.0,173.0,28396115#1,0.0,0.0,4.84,164.0,2.42,6.77,1114.47,29.06,1.0,0.02,6.6,0.0
0.0,300.0,edge_data_300sec_freq,0.0,21.32,0.0,188.0,28396117,0.0,0.0,5.33,184.0,2.67,3.1,543.39,29.06,1.0,0.02,2.92,0.0
0.0,300.0,edge_data_300sec_freq,0.0,3.82,0.0,61.0,28464668,0.0,0.0,0.95,9.0,0.48,40.68,1348.64,29.06,1.0,0.08,40.51,0.0
0.0,300.0,edge_data_300sec_freq,0.0,7.09,0.0,63.0,28464671,0.0,0.0,1.77,61.0,0.89,1.23,65.15,29.07,1.0,0.0,1.05,0.0
0.0,300.0,edge_data_300sec_freq,0.0,18.67,0.0,164.0,28588884,0.0,0.0,4.67,161.0,2.33,2.03,302.3,29.06,1.0,0.02,1.86,0.0
0.0,300.0,edge_data_300sec_freq,0.0,16.6,0.0,161.0,28588888,0.0,0.0,4.15,128.0,2.08,24.54,3527.35,29.06,1.0,0.0,24.37,0.0
0.0,300.0,edge_data_300sec_freq,0.0,20.17,0.0,180.0,51383535,0.0,0.0,5.04,171.0,2.52,13.49,2341.94,29.06,1.0,0.08,13.32,0.0
0.0,300.0,edge_data_300sec_freq,0.0,20.78,0.0,182.0,51383539,0.0,0.0,5.2,180.0,2.6,2.13,355.48,29.06,1.0,0.04,1.96,0.0
0.0,300.0,edge_data_300sec_freq,0.0,36.01,0.0,330.0,552389451,0.0,0.0,9.0,297.0,4.5,27.17,8477.05,29.06,1.0,0.06,27.0,0.0
0.0,300.0,edge_data_300sec_freq,0.0,33.3,0.0,297.0,617284172,0.0,0.0,8.33,284.0,4.16,11.32,3235.43,29.06,1.0,0.14,11.14,0.0
0.0,300.0,edge_data_300sec_freq,0.0,22.65,0.0,199.0,848429238,0.0,0.0,5.66,195.0,2.83,6.05,1160.41,29.06,1.0,0.11,5.88,0.0
0.0,300.0,edge_data_300sec_freq,0.0,23.03,0.0,202.0,848429239,0.0,0.0,4.61,199.0,2.3,3.79,725.65,29.06,1.0,0.0,3.61,0.0
0.0,300.0,edge_data_300sec_freq,0.0,10.23,0.0,115.0,850615423,0.0,0.0,2.56,63.0,1.28,38.46,3413.93,29.06,1.0,0.0,38.29,0.0
0.0,300.0,edge_data_300sec_freq,0.0,13.97,0.0,128.0,850615424,0.0,0.0,2.79,115.0,1.4,8.99,1073.37,29.06,1.0,0.02,8.81,0.0
0.0,300.0,edge_data_300sec_freq,0.0,83.26,128.0,0.0,8926666,0.0,0.0,83.26,103.0,41.63,61.31,6848.5,4.55,0.2,5444.94,60.21,0.0
0.0,300.0,edge_data_300sec_freq,0.0,41.71,0.0,166.0,8927038#1,0.0,0.0,41.71,164.0,20.85,4.83,734.07,13.18,0.59,298.78,4.45,0.0
0.0,300.0,edge_data_300sec_freq,0.0,77.53,130.0,0.0,93631240,0.0,0.0,77.53,98.0,38.76,92.06,10225.86,4.83,0.22,8003.03,91.03,0.0
0.0,300.0,edge_data_300sec_freq,0.0,31.2,0.0,201.0,93631330,0.0,0.0,31.2,199.0,15.6,2.77,507.14,21.38,0.96,19.17,2.53,0.0
0.0,300.0,edge_data_300sec_freq,0.0,35.28,0.0,199.0,93631344,0.0,0.0,35.28,166.0,17.64,26.2,4676.37,17.06,0.77,1086.4,25.9,0.0
0.0,300.0,edge_data_300sec_freq,0.0,22.8,0.0,209.0,942219371,0.0,0.0,5.7,188.0,2.85,15.76,3098.05,29.06,1.0,0.11,15.59,0.0
0.0,300.0,edge_data_300sec_freq,0.0,25.94,0.0,242.0,942219372,0.0,0.0,6.48,209.0,3.24,27.4,6155.0,29.06,1.0,0.77,27.22,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.23,0.0,9.0,942228866,0.0,0.0,0.06,0.0,0.03,33.05,65.39,29.06,1.0,0.0,32.88,0.0
0.0,300.0,edge_data_300sec_freq,0.0,32.36,207.0,0.0,957460911,0.0,0.0,32.36,202.0,16.18,7.62,1509.78,21.07,0.95,78.21,7.38,0.0
300.0,600.0,edge_data_300sec_freq,0.0,23.9,0.0,208.0,123867451,0.0,0.0,5.97,208.0,2.99,7.31,1482.93,28.97,1.0,4.7,7.14,0.0
300.0,600.0,edge_data_300sec_freq,0.0,23.83,0.0,208.0,156651843,0.0,0.0,5.96,208.0,2.98,19.81,4079.02,29.06,1.0,0.07,19.64,0.0
300.0,600.0,edge_data_300sec_freq,0.0,2.79,0.0,36.0,157607513,0.0,0.0,0.7,12.0,0.35,40.53,981.68,29.06,1.0,0.0,40.36,0.0
300.0,600.0,edge_data_300sec_freq,0.0,13.68,0.0,120.0,158245363,0.0,0.0,3.42,119.0,1.71,1.57,166.28,29.05,1.0,0.04,1.4,0.0
300.0,600.0,edge_data_300sec_freq,0.0,2.35,0.0,25.0,158245364,0.0,0.0,0.59,17.0,0.29,9.93,199.48,29.06,1.0,0.0,9.75,0.0
300.0,600.0,edge_data_300sec_freq,0.0,42.0,0.0,365.0,23955194,0.0,0.0,10.5,366.0,5.25,34.44,12548.04,29.06,1.0,0.0,34.27,0.0
300.0,600.0,edge_data_300sec_freq,0.0,0.13,0.0,2.0,27829315,0.0,0.0,0.03,1.0,0.02,7.69,8.42,29.06,1.0,0.0,7.52,0.0
300.0,600.0,edge_data_300sec_freq,0.0,4.42,0.0,40.0,28358874#0,0.0,0.0,0.88,37.0,0.44,2.88,104.46,29.06,1.0,0.02,2.71,0.0
300.0,600.0,edge_data_300sec_freq,0.0,4.06,0.0,37.0,28358874#1,0.0,0.0,0.81,33.0,0.41,5.72,196.37,29.06,1.0,0.03,5.55,0.0
300.0,600.0,edge_data_300sec_freq,0.0,5.13,0.0,48.0,28358961,0.0,0.0,1.03,42.0,0.51,7.67,335.12,29.06,1.0,0.0,7.5,0.0
300.0,600.0,edge_data_300sec_freq,0.0,5.95,0.0,52.0,28358963,0.0,0.0,1.49,51.0,0.74,1.43,65.44,29.06,1.0,0.0,1.26,0.0
