edge_id,interval_nVehContrib,interval_harmonicMeanSpeed,bo_iteration,batch
119271337,1146.0,29.06,0,0
157806285,1338.0,29.06,0,0
158245364,1146.0,29.06,0,0
23807076,1338.0,29.06,0,0
23955194,6169.0,29.06,0,0
261596707,1146.0,29.06,0,0
27829315,1146.0,29.06,0,0
28378888#0,6169.0,29.05,0,0
28378888#1,6169.0,29.06,0,0
28396115#0,6169.0,29.06,0,0
28413844,6169.0,29.06,0,0
28432568,1146.0,29.06,0,0
28437207,1338.0,29.06,0,0
28464668,6169.0,29.06,0,0
28588888,6169.0,29.06,0,0
28665770,1146.0,29.06,0,0
31559312,1146.0,29.06,0,0
31559320,1146.0,29.06,0,0
394385111,1338.0,29.06,0,0
395336979,1146.0,29.06,0,0
395336990,1146.0,29.06,0,0
395368981,1338.0,29.06,0,0
395368986,1338.0,29.06,0,0
498017763,1146.0,29.06,0,0
508115731,6169.0,29.06,0,0
508115745,1146.0,29.06,0,0
51383535,1146.0,29.06,0,0
516535357,1338.0,29.06,0,0
52286754,1146.0,29.06,0,0
52305981,1338.0,29.06,0,0
544296218#0,3685.0,29.06,0,0
544296218#1,3685.0,29.06,0,0
552389451,6169.0,29.06,0,0
60723578,1146.0,29.06,0,0
617235585,1146.0,29.06,0,0
617284142,1146.0,29.06,0,0
617284172,6169.0,29.06,0,0
619042924,3685.0,29.06,0,0
711193408,3685.0,29.06,0,0
760399064,1146.0,29.06,0,0
848429238,1146.0,29.06,0,0
849677308,1338.0,29.06,0,0
850615423,6169.0,29.06,0,0
850615424,6169.0,29.06,0,0
851520670,1338.0,29.06,0,0
851548985,1338.0,29.06,0,0
860646752,1146.0,29.06,0,0
942089751,1146.0,29.06,0,0
942219372,6169.0,29.06,0,0
942228866,6169.0,29.06,0,0
947247192,1338.0,29.06,0,0
959075951,1146.0,29.04,0,0
959075964,1146.0,29.06,0,0
963455394,1338.0,29.06,0,0
963455396,1338.0,29.06,0,0
963510311,1338.0,29.06,0,0
963510313,1338.0,29.06,0,0
965603179,3685.0,29.06,0,0
119271337,1161.0,29.06,1,0
123867454,854.0,29.06,1,0
157806285,794.0,29.06,1,0
158245364,2015.0,29.06,1,0
23798287,854.0,29.06,1,0
23807076,794.0,29.06,1,0
23955194,6066.0,29.06,1,0
261596707,1161.0,29.06,1,0
27829315,2015.0,29.06,1,0
28378888#0,6066.0,29.05,1,0
28378888#1,6066.0,29.06,1,0
28396115#0,6066.0,29.06,1,0
28413844,6066.0,29.06,1,0
28432568,1161.0,29.06,1,0
28437207,794.0,29.06,1,0
28464668,6066.0,29.06,1,0
28588888,6066.0,29.06,1,0
28665770,1161.0,29.06,1,0
31559312,2015.0,29.06,1,0
31559320,2015.0,29.06,1,0
394385111,794.0,29.06,1,0
395336979,1161.0,29.06,1,0
395336990,1161.0,29.06,1,0
395368981,794.0,29.06,1,0
395368986,794.0,29.06,1,0
498017763,2015.0,29.06,1,0
508115731,6066.0,29.06,1,0
508115745,2015.0,29.06,1,0
51383535,1161.0,29.06,1,0
516535357,794.0,29.06,1,0
52286754,2015.0,29.06,1,0
52305981,794.0,29.06,1,0
544296218#0,3257.0,29.06,1,0
544296218#1,3257.0,29.06,1,0
552389451,6066.0,29.06,1,0
60723578,1161.0,29.06,1,0
