interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.0,300.0,edge_data_300sec_freq,0.0,0.21,0.0,2.0,1050201637,0.0,0.0,0.05,2.0,0.03,5.41,10.51,31.81,1.09,0.0,5.26,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.48,0.0,13.0,123592887#0,0.0,0.0,0.49,11.0,0.25,15.22,187.33,27.97,0.96,0.99,15.04,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.29,0.0,11.0,123592887#1,0.0,0.0,0.43,10.0,0.22,27.75,287.08,26.88,0.92,20.54,27.56,0.0
0.0,300.0,edge_data_300sec_freq,0.0,28.63,0.0,214.0,123867446#0,0.0,0.0,7.16,198.0,3.58,29.92,6035.56,23.65,0.81,1047.84,29.71,0.0
0.0,300.0,edge_data_300sec_freq,0.0,27.14,0.0,198.0,123867446#1,0.0,0.0,6.79,186.0,3.39,7.44,1398.33,23.76,0.82,236.28,7.23,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.34,0.0,15.0,124952143,0.0,0.0,0.33,15.0,0.17,3.09,44.3,37.44,0.95,0.33,2.95,0.0
0.0,300.0,edge_data_300sec_freq,0.0,38.63,0.0,295.0,124952161,0.0,0.0,9.66,260.0,4.83,16.03,4424.98,24.12,0.83,691.02,15.83,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.82,0.0,14.0,125343939,0.0,0.0,0.45,13.0,0.23,11.32,147.69,24.4,0.84,18.4,11.11,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.62,0.0,13.0,1343746547,0.0,0.0,0.4,13.0,0.2,4.39,54.68,26.77,0.92,2.23,4.21,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.63,0.0,18.0,156651844,0.0,0.0,0.54,17.0,0.27,2.3,38.39,36.3,0.92,1.33,2.17,0.0
0.0,300.0,edge_data_300sec_freq,0.0,3.05,0.0,20.0,156651855,0.0,0.0,3.05,19.0,1.53,11.69,223.51,21.3,0.96,1.08,11.45,0.0
0.0,300.0,edge_data_300sec_freq,0.0,21.36,0.0,158.0,157782133,0.0,0.0,4.27,143.0,2.14,13.59,1997.37,23.31,0.8,379.1,13.37,0.0
0.0,300.0,edge_data_300sec_freq,0.0,205.75,0.0,419.0,158710528,0.0,0.0,34.29,356.0,17.15,59.76,23477.12,6.45,0.22,18182.46,58.99,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.61,0.0,17.0,183343395,0.0,0.0,0.54,17.0,0.27,1.67,25.91,35.17,0.89,1.74,1.52,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.26,0.0,3.0,206086131,0.0,0.0,0.09,2.0,0.04,8.13,19.29,30.69,1.06,0.0,7.97,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.46,0.0,15.0,23011287,0.0,0.0,0.36,15.0,0.18,5.84,85.36,34.33,0.87,7.67,5.69,0.0
0.0,300.0,edge_data_300sec_freq,0.0,16.57,0.0,124.0,23955194,0.0,0.0,4.14,109.0,2.07,41.45,4950.01,24.15,0.83,761.56,41.24,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.41,0.0,15.0,26297396,0.0,0.0,0.35,15.0,0.18,1.81,25.07,35.42,0.9,1.54,1.67,0.0
0.0,300.0,edge_data_300sec_freq,0.0,9.87,0.0,69.0,28396115#0,0.0,0.0,2.47,69.0,1.23,9.7,654.61,23.3,0.8,123.21,9.49,0.0
0.0,300.0,edge_data_300sec_freq,0.0,9.85,0.0,69.0,28396115#1,0.0,0.0,2.46,69.0,1.23,8.43,566.66,23.36,0.8,105.39,8.21,0.0
0.0,300.0,edge_data_300sec_freq,0.0,11.72,0.0,69.0,28396117,0.0,0.0,2.93,69.0,1.47,4.58,298.74,19.62,0.68,94.52,4.33,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.18,0.0,2.0,28414192,0.0,0.0,0.04,0.0,0.02,7.43,12.74,32.44,1.12,0.21,7.28,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.2,0.0,2.0,28414195,0.0,0.0,0.04,2.0,0.02,2.12,3.94,33.01,1.14,0.0,1.97,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.99,0.0,10.0,28464122,0.0,0.0,0.25,6.0,0.12,6.36,54.66,29.76,1.02,2.3,6.2,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.55,0.0,6.0,28464124,0.0,0.0,0.14,5.0,0.07,13.25,66.51,30.88,1.06,1.76,13.09,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.2,0.0,14.0,28464668,0.0,0.0,0.3,2.0,0.15,42.97,423.92,27.51,0.95,40.63,42.78,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.69,0.0,14.0,28464671,0.0,0.0,0.42,14.0,0.21,1.29,15.56,27.54,0.95,1.25,1.11,0.0
0.0,300.0,edge_data_300sec_freq,0.0,9.21,0.0,69.0,28588884,0.0,0.0,2.3,69.0,1.15,2.36,149.1,24.97,0.86,19.37,2.16,0.0
0.0,300.0,edge_data_300sec_freq,0.0,7.27,0.0,69.0,28588888,0.0,0.0,1.82,45.0,0.91,29.94,1543.89,23.82,0.82,266.04,29.73,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.34,0.0,14.0,301865758,0.0,0.0,0.34,10.0,0.17,9.43,109.39,29.36,1.01,4.64,9.26,0.0
0.0,300.0,edge_data_300sec_freq,0.0,3.43,0.0,71.0,301865760,0.0,0.0,0.86,14.0,0.43,50.5,1309.25,25.27,0.87,189.22,50.3,0.0
0.0,300.0,edge_data_300sec_freq,0.0,14.86,0.0,138.0,301865762,0.0,0.0,3.72,71.0,1.86,38.33,3822.62,22.5,0.77,855.12,38.1,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.25,0.0,2.0,360971738#0,0.0,0.0,0.25,2.0,0.12,10.86,21.35,27.17,1.22,0.0,10.68,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.24,0.0,2.0,360971738#1,0.0,0.0,0.24,1.0,0.12,2.1,3.77,27.2,1.22,0.0,1.92,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.5,0.0,16.0,362158898,0.0,0.0,1.5,15.0,0.75,5.36,81.1,34.54,0.88,6.56,5.21,0.0
0.0,300.0,edge_data_300sec_freq,0.0,2.93,0.0,18.0,393495986,0.0,0.0,1.47,18.0,0.73,2.62,42.85,20.45,0.92,1.46,2.38,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.67,0.0,16.0,417910449,0.0,0.0,0.83,16.0,0.42,3.68,56.34,31.94,0.81,8.31,3.52,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.2,0.0,2.0,508115730,0.0,0.0,0.04,2.0,0.02,4.97,9.64,33.35,1.15,0.0,4.82,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.12,0.0,2.0,508115731,0.0,0.0,0.03,1.0,0.02,11.14,14.38,35.12,1.21,0.0,11.0,0.0
0.0,300.0,edge_data_300sec_freq,0.0,2.55,0.0,17.0,51350996,0.0,0.0,1.28,16.0,0.64,4.84,77.19,21.88,0.89,5.21,4.61,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.88,0.0,15.0,550271864,0.0,0.0,0.47,14.0,0.23,5.51,74.47,24.91,0.86,7.73,5.31,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.1,0.0,1.0,550284603,0.0,0.0,0.02,1.0,0.01,4.72,4.57,34.31,1.18,0.0,4.57,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.43,0.0,8.0,550284605,0.0,0.0,0.14,3.0,0.07,12.89,48.41,29.17,1.0,0.77,12.72,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.22,0.0,10.0,550284606,0.0,0.0,0.41,8.0,0.2,13.18,118.48,24.88,0.86,16.62,12.98,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.33,0.0,15.0,552152110,0.0,0.0,0.44,15.0,0.22,2.05,28.77,37.73,0.96,0.0,1.92,0.0
0.0,300.0,edge_data_300sec_freq,0.0,17.85,0.0,150.0,552389451,0.0,0.0,4.46,136.0,2.23,29.64,4201.68,26.64,0.92,292.59,29.46,0.0
0.0,300.0,edge_data_300sec_freq,0.0,18.33,0.0,143.0,552603210,0.0,0.0,4.58,138.0,2.29,2.2,279.65,25.44,0.88,33.06,2.0,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.32,0.0,10.0,554260214,0.0,0.0,0.44,10.0,0.22,15.17,149.7,25.28,0.87,20.32,14.97,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.1,0.0,2.0,60759799,0.0,0.0,0.03,1.0,0.01,6.55,6.81,33.98,1.17,0.0,6.4,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.03,0.0,1.0,60759806,0.0,0.0,0.01,0.0,0.01,7.6,2.37,34.3,1.18,0.0,7.46,0.0
0.0,300.0,edge_data_300sec_freq,0.0,32.29,0.0,248.0,617259141,0.0,0.0,8.07,214.0,4.04,13.6,3134.3,24.16,0.83,484.56,13.39,0.0
0.0,300.0,edge_data_300sec_freq,0.0,139.39,0.0,654.0,617259163,0.0,0.0,23.23,531.0,11.62,19.54,11518.45,14.35,0.49,5744.78,19.19,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.09,0.0,1.0,617284166,0.0,0.0,0.02,0.0,0.01,13.53,13.26,36.85,1.27,0.0,13.4,0.0
0.0,300.0,edge_data_300sec_freq,0.0,17.62,0.0,136.0,617284172,0.0,0.0,4.4,129.0,2.2,13.21,1711.51,24.89,0.86,224.38,13.01,0.0
0.0,300.0,edge_data_300sec_freq,0.0,24.45,0.0,186.0,711834657,0.0,0.0,4.89,158.0,2.45,20.01,3529.92,24.29,0.84,532.6,19.81,0.0
0.0,300.0,edge_data_300sec_freq,0.0,4.05,0.0,45.0,850615423,0.0,0.0,1.01,14.0,0.51,44.9,1352.92,24.89,0.86,197.5,44.7,0.0
0.0,300.0,edge_data_300sec_freq,0.0,6.17,0.0,45.0,850615424,0.0,0.0,1.23,45.0,0.62,10.75,474.43,24.29,0.84,77.36,10.54,0.0
0.0,300.0,edge_data_300sec_freq,0.0,63.35,0.0,356.0,850873947,0.0,0.0,15.84,320.0,7.92,22.66,7552.76,17.76,0.61,2852.42,22.38,0.0
0.0,300.0,edge_data_300sec_freq,0.0,38.5,0.0,300.0,850873948,0.0,0.0,9.63,295.0,4.81,2.11,571.73,25.81,0.89,55.16,1.92,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.21,0.0,2.0,851553864,0.0,0.0,0.05,2.0,0.03,12.22,24.14,32.44,1.12,0.41,12.07,0.0
0.0,300.0,edge_data_300sec_freq,0.0,0.54,0.0,5.0,851553865,0.0,0.0,0.11,5.0,0.05,2.86,13.48,30.87,1.06,0.36,2.7,0.0
0.0,300.0,edge_data_300sec_freq,0.0,155.78,930.0,0.0,861090333,0.0,0.0,25.96,654.0,12.98,77.67,62868.89,17.39,0.6,24753.92,77.38,0.0
0.0,300.0,edge_data_300sec_freq,0.0,248.89,0.0,531.0,863754537,0.0,0.0,35.56,419.0,17.78,20.22,9157.99,6.31,0.22,7137.4,19.43,0.0
