interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.0,300.0,edge_data_300sec_freq,0.0,93.45,278.0,0.0,D2,0.0,0.0,46.73,228.0,23.36,56.47,14017.85,8.94,0.64,4906.95,55.91,0.0
0.0,300.0,edge_data_300sec_freq,0.0,98.66,270.0,0.0,D4,0.0,0.0,49.33,225.0,24.66,60.47,14798.3,8.35,0.6,5714.78,59.88,0.0
0.0,300.0,edge_data_300sec_freq,3.0,0.66,0.0,3.0,D5,0.0,0.0,0.22,0.0,0.11,33.11,98.34,15.25,1.1,0.0,32.78,0.0
0.0,300.0,edge_data_300sec_freq,4.0,1.52,0.0,10.0,D7,0.0,0.0,0.51,0.0,0.25,36.71,227.59,13.76,0.99,14.87,36.34,0.0
0.0,300.0,edge_data_300sec_freq,0.0,12.71,0.0,73.0,L10,0.0,0.0,4.24,26.0,2.12,78.39,3762.79,12.66,0.91,353.98,77.99,0.0
0.0,300.0,edge_data_300sec_freq,0.0,40.5,0.0,178.0,L12,0.0,0.0,13.5,100.0,6.75,85.92,11993.84,11.55,0.83,1900.32,85.49,0.0
0.0,300.0,edge_data_300sec_freq,0.0,41.96,0.0,179.0,L14,0.0,0.0,13.99,108.0,6.99,88.4,12424.95,11.22,0.81,2234.7,87.96,0.0
0.0,300.0,edge_data_300sec_freq,0.0,6.81,0.0,37.0,L15,0.0,0.0,2.27,21.0,1.14,76.72,1997.49,12.8,0.92,167.47,76.33,0.0
0.0,300.0,edge_data_300sec_freq,0.0,6.58,0.0,42.0,L16,0.0,0.0,2.19,10.0,1.1,76.58,1928.82,12.83,0.92,131.79,76.19,0.0
0.0,300.0,edge_data_300sec_freq,0.0,12.47,0.0,87.0,L18,0.0,0.0,4.16,8.0,2.08,89.85,3692.09,11.04,0.79,666.48,89.4,0.0
0.0,300.0,edge_data_300sec_freq,0.0,69.11,0.0,228.0,L2,0.0,0.0,34.56,178.0,17.28,51.56,10335.88,9.77,0.7,2977.95,51.04,0.0
0.0,300.0,edge_data_300sec_freq,0.0,69.53,0.0,225.0,L4,0.0,0.0,34.76,179.0,17.38,52.01,10398.16,9.68,0.7,3007.13,51.5,0.0
0.0,300.0,edge_data_300sec_freq,0.0,1.18,0.0,8.0,L5,0.0,0.0,0.39,3.0,0.2,38.17,176.59,13.19,0.95,16.64,37.79,0.0
0.0,300.0,edge_data_300sec_freq,0.0,5.1,0.0,26.0,L7,0.0,0.0,1.7,10.0,0.85,38.69,762.62,13.02,0.94,63.1,38.3,0.0
