interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_laneDensity,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_speedRelative,edge_timeLoss,edge_traveltime,edge_waitingTime
0.0,300.0,edge_data_300sec_freq,0.0,93.08,271.0,0.0,D2,0.0,0.0,46.54,223.0,23.27,56.84,13962.69,8.88,0.64,4934.95,56.28,0.0
0.0,300.0,edge_data_300sec_freq,0.0,93.51,270.0,0.0,D4,0.0,0.0,46.76,222.0,23.38,57.6,14026.65,8.77,0.63,4949.41,57.03,0.0
0.0,300.0,edge_data_300sec_freq,1.0,0.55,0.0,4.0,D5,0.0,0.0,0.18,0.0,0.09,35.39,82.53,14.27,1.03,0.0,35.04,0.0
0.0,300.0,edge_data_300sec_freq,1.0,0.64,0.0,5.0,D7,0.0,0.0,0.21,0.0,0.11,38.16,95.64,13.24,0.95,2.85,37.78,0.0
0.0,300.0,edge_data_300sec_freq,0.0,6.36,0.0,39.0,L10,0.0,0.0,2.12,8.0,1.06,78.74,1882.1,12.6,0.91,163.97,78.34,0.0
0.0,300.0,edge_data_300sec_freq,0.0,39.86,0.0,179.0,L12,0.0,0.0,13.29,103.0,6.64,84.19,11804.08,11.78,0.85,1715.57,83.77,0.0
0.0,300.0,edge_data_300sec_freq,0.0,42.39,0.0,184.0,L14,0.0,0.0,14.13,95.0,7.06,88.93,12553.05,11.16,0.8,2318.49,88.48,0.0
0.0,300.0,edge_data_300sec_freq,0.0,12.04,0.0,71.0,L15,0.0,0.0,4.01,15.0,2.01,82.92,3529.91,11.85,0.85,499.33,82.5,0.0
0.0,300.0,edge_data_300sec_freq,0.0,12.14,0.0,58.0,L16,0.0,0.0,4.05,7.0,2.02,84.77,3559.36,11.59,0.83,575.69,84.34,0.0
0.0,300.0,edge_data_300sec_freq,0.0,10.38,0.0,52.0,L18,0.0,0.0,3.46,7.0,1.73,82.45,3074.86,12.03,0.87,409.95,82.03,0.0
0.0,300.0,edge_data_300sec_freq,0.0,72.5,0.0,223.0,L2,0.0,0.0,36.25,179.0,18.13,54.0,10842.81,9.32,0.67,3516.36,53.47,0.0
