x_1,x_2,x_3,x_4,x_5,loss
1884.222149848938,265.7783031463623,1044.3607568740845,285.45936942100525,270.58351039886475,0.5213444425119802
66.875159740448,1304.627537727356,751.2272596359253,1584.204912185669,1087.394118309021,0.304988518555624
533.065915107727,923.1746196746826,1704.864740371704,918.8625812530518,1706.7816257476807,0.32984744718258757
1481.2904596328735,1897.0214128494263,497.94527888298035,1217.3956632614136,906.0688614845276,0.08375296761842267
1109.5410585403442,718.856692314148,634.8485350608826,1336.7557525634766,718.2683944702148,0.31889259038428347
934.6957802772522,1695.0819492340088,1412.326455116272,541.626513004303,1894.4694995880127,0.2897470619371979
461.4487886428833,63.87126445770264,115.91096967458725,1953.5661935806274,1274.584174156189,0.5049798300110885
1521.0472345352173,1100.3382205963135,1838.4859561920166,158.22221338748932,83.2618772983551,0.4257924111861442
1727.674961090088,836.3230228424072,189.57161903381348,702.1660804748535,1223.2658863067627,0.3595034940032327
285.31190752983093,1874.7459650039673,1982.6135635375977,1435.006022453308,414.9847626686096,0.3835981419515735
814.0187859535217,493.26157569885254,561.263918876648,69.95288282632828,783.3961248397827,0.7370631542290097
1137.2272968292236,1467.5365686416626,1268.1528329849243,1802.5784492492676,1607.775092124939,0.36606185902669575
1266.0892009735107,164.39378261566162,1599.0228652954102,1675.4051446914673,1794.974684715271,0.3931265569710578
716.2580490112305,1140.1927471160889,321.57546281814575,439.3761157989502,596.0840582847595,0.6219936400544619
180.49690127372742,508.9505910873413,1150.1566171646118,1057.8320026397705,227.174773812294,0.639522268959329
1865.1094436645508,1545.8457469940186,927.6731610298157,821.5901255607605,1410.9442234039307,0.19551359017800343
1795.145034790039,623.1764554977417,1883.8634490966797,1888.898253440857,940.7163858413696,0.46121157974580046
221.8668907880783,1587.8663063049316,161.37002408504486,246.39128148555756,1639.7901773452759,0.5764420494415183
631.439208984375,218.13000738620758,1364.9581670761108,1256.4640045166016,1005.7618618011475,0.4201601323583962
1323.8394260406494,1242.6953315734863,587.504506111145,614.1695380210876,321.80970907211304,0.4419139455860404
1210.3288173675537,388.74104619026184,295.3268885612488,986.9487285614014,9.617788717150688,0.6642233963259975
775.7992148399353,1415.8107042312622,1502.2258758544922,1125.808835029602,1318.0816173553467,0.2327304907981983
374.80905652046204,796.3204383850098,955.8669328689575,369.1694140434265,1952.5924921035767,0.4677615795437344
1674.5858192443848,1758.5097551345825,1248.9150762557983,1508.244276046753,628.0303597450256,0.2571936316780896
1576.56991481781,53.149595856666565,849.9776124954224,1099.0626811981201,1549.5879650115967,0.266497184948131
378.30817699432373,1017.2910690307617,1072.562575340271,772.4841237068176,873.6924529075623,0.42812289428099765
975.3641486167908,647.5232839584351,401.1397659778595,1732.2601079940796,488.6871576309204,0.3857218037694619
1042.7807569503784,1672.6388931274414,1678.623914718628,405.89597821235657,1179.7043085098267,0.2506606267780221
1428.9029836654663,943.7217712402344,1438.5751485824585,25.303907692432404,1492.5123453140259,0.33610808982526125
619.3588972091675,1970.2430963516235,731.6456437110901,1855.1020622253418,176.00688338279724,0.2492078844910957
