x_1,x_2,x_3,x_4,x_5,loss
91.3718044757843,1757.9436302185059,429.69468235969543,617.7873611450195,795.1224446296692,0.487817239358364
1952.738881111145,417.05578565597534,1401.7744064331055,1421.0577011108398,1062.8186464309692,0.1144724016353725
1207.077145576477,1100.5631685256958,534.0675115585327,360.1994812488556,1954.1491270065308,0.33161028810340043
818.3834552764893,693.148672580719,1501.5019178390503,1663.501262664795,186.93313002586365,0.3380188353432497
684.451162815094,1335.0807428359985,1246.1495399475098,1803.4553527832031,281.64592385292053,0.2452136939429152
1295.8166599273682,988.4552955627441,218.16062927246094,219.7570949792862,1576.1750936508179,0.4279537336149864
1552.232027053833,1556.4231872558594,1850.516676902771,1061.4991188049316,1468.1364297866821,0.31761704204625374
413.5361313819885,151.3282060623169,817.897617816925,977.8342843055725,673.0660796165466,0.6390802458590862
265.58899879455566,1245.6691265106201,1971.5577363967896,58.391273021698,1216.8368101119995,0.36819483818897303
1654.2848348617554,586.5570306777954,939.0073418617249,1980.9497594833374,922.2924113273621,0.14139990873784106
1381.264090538025,1895.7854509353638,1117.2006130218506,800.3522157669067,32.41956979036331,0.270646954117657
519.8986530303955,303.19997668266296,89.2651379108429,1222.8831052780151,1827.4747133255005,0.4965880738551299
982.9363226890564,1660.8186960220337,663.0221605300903,1365.155577659607,1703.4651041030884,0.16654592021015258
1121.6299533843994,7.444104179739952,1630.3879022598267,658.5680842399597,435.7842206954956,0.4934049779832119
1850.6863117218018,1447.7150440216064,308.6403012275696,1622.7349042892456,546.2713837623596,0.10937387316680024
239.31923508644104,852.8099656105042,1280.6665897369385,416.1178171634674,1313.5026693344116,0.4590523470859889
137.2736543416977,1402.1354913711548,894.2583799362183,1115.4935359954834,192.47807562351227,0.4938941988008988
1779.88862991333,805.6474328041077,1922.681212425232,908.1690311431885,1917.4801111221313,0.33954519904221525
1004.9357414245605,1739.3226623535156,9.136248379945755,1873.0719089508057,1056.7630529403687,0.08939751723283564
897.490382194519,84.12092179059982,1041.1992073059082,165.71968793869019,832.3022723197937,0.6508822293708959
607.3040962219238,1942.338466644287,1710.6598615646362,305.06250262260437,698.5307335853577,0.24382994154674226
1499.9216794967651,351.3437509536743,739.1207814216614,1734.2174053192139,1411.3034009933472,0.17248292733388534
1723.1358289718628,1166.183590888977,1325.516700744629,547.0244288444519,1551.2210130691528,0.19417842670521934
365.6916916370392,508.90636444091797,357.663631439209,1476.1497974395752,337.96823024749756,0.6279230972772899
467.7406847476959,1602.0342111587524,1446.6307163238525,1551.8354177474976,1801.9031286239624,0.27079547575211677
1575.1848220825195,198.52229952812195,478.70898246765137,471.3159501552582,89.11523222923279,0.6756639002175048
1335.3729248046875,1256.4842700958252,1581.7676782608032,1309.8801374435425,947.3837018013,0.12681344589638455
692.7553415298462,911.6860628128052,610.1751923561096,729.3921709060669,1160.6212854385376,0.4173963276197709
812.039315700531,1053.9805889129639,138.02652060985565,870.3227639198303,1308.064579963684,0.39703902029598404
1169.4847345352173,644.9752449989319,1170.1581478118896,1168.4612035751343,583.0778479576111,0.2948709353838644
